term,year,submitted_at,started_at,attended,heard_web,heard_social,heard_email,heard_element,heard_peers,heard_other,reason_knew_choice,reason_web_enough,reason_schedule_conflict,reason_course_load,reason_no_notice,reason_other,had_prior_decision,changed_decision,decision_reason,useful_cc_qa,useful_cc_fusion,useful_is_inside,useful_is_google,useful_iti_expectation,useful_iti_security,useful_iti_lora,useful_iti_jobs,useful_admin_talk,liked_most,liked_least_improve,activities_helped,response_id,last_page,language,seed,last_action_at,heard_teachers,no_attendance_reason,decision_semester,activities_influenced,factor_professors,factor_courses,factor_ecci_events,factor_advanced_students,factor_study_plan,factor_salary,factor_job_market,factor_other,impact_is_activity,impact_iti_activity,impact_cc_activity,useful_intro_talk,useful_is_activity,useful_iti_activity,useful_cc_activity,low_usefulness_comment,chosen_emphasis,difficulty_cycle_1,difficulty_cycle_2,difficulty_cycle_3,difficulty_cycle_4,axis1_programming,axis2_programming,axis1_discrete_structures,axis2_discrete_structures,axis1_architecture,axis2_architecture,axis1_assembly,axis2_assembly,axis1_algorithms,axis2_algorithms,axis1_parallel_programming,axis2_parallel_programming,axis1_math_for_computing,axis2_math_for_computing,axis1_linear_algebra,axis2_linear_algebra,axis1_calculus,axis2_calculus,axis1_probability_stats,axis2_probability_stats,skill_teamwork,skill_ethics,skill_communication,skill_perseverance,skill_discipline,skill_collaboration,skill_responsibility,study_plan_comment,time_total,time_general_group,time_i01,time_i02,time_pc01,time_i03,time_na01,time_i04,time_s05,time_i06,time_s07,time_s08,time_s09,time_i10,time_feedback_group,time_r01,time_r02,time_r03,time_r04,useful_student_roundtable,useful_graduate_roundtable,useful_admin_myths_talk,useful_roundtable,c_324,c_2023_02_02_14_15_40,c_2,es,c_1066920111,c_2023_02_02_13_56_51,c_2023_02_02_14_15_40_2,si,no,si_2,no_2,no_3,si_3,col,si_4,col_2,i_semestre_del_1er_ano,parcialmente,no_4,si_5,no_5,no_6,si_6,si_7,si_8,col_3,col_4,col_5,col_6,c_5_muy_util,c_5_muy_util_2,c_5_muy_util_3,col_7,is_ingenieria_de_software,c_2_2,c_2_3,c_3,c_4,c_2_4,c_3_2,c_4_2,c_4_3,c_2_5,c_3_3,c_2_6,c_3_4,c_4_4,muy_alto_5,c_2_7,c_2_8,c_3_5,c_3_6,c_3_7,c_2_9,c_3_8,c_3_9,c_3_10,c_3_11,c_4_5,c_4_6,c_4_7,c_4_8,c_2_10,c_4_9,c_3_12,col_8,c_1128_41,c_82_17,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,c_1046_24
II Ciclo,2021,2021-11-16 05:58:48,2021-11-16 02:06:45,Sí,Sí,No,Sí,No,No,,,,,,,,,,,,,,,,,,,,,,,171,2,es,406654975,2021-11-16 05:58:48,Sí,,II semestre del 2do año,Sí,Sí,Sí,Sí,No,No,No,No,,Alto impacto,Alto impacto,Bajo impacto,5 - Muy útil,5 - Muy útil,5 - Muy útil,5 - Muy útil,,ITI: Ingeniería de Tecnologías de la Información,3,3,Muy difícil: 5,Muy difícil: 5,3,2,M,4,2,2,4,4,4,4,M,3,M,M,M,M,M,M,M,M,He mejorado mucho: 5,4,He mejorado mucho: 5,4,3,He mejorado mucho: 5,4,,221.35,74.87,,,,,,,,,,,,,146.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II Ciclo,2021,,2021-11-16 19:06:02,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,172,0,es,1654991793,2021-11-16 19:06:02,N/A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II Ciclo,2021,2021-11-16 20:59:41,2021-11-16 20:43:53,Sí,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,173,2,es,1336754666,2021-11-16 20:59:41,Sí,,II semestre del 2do año,Parcialmente,No,No,No,No,Sí,No,Sí,"gustos, y lo que creo que es más adecuado",Alto impacto,Ningún impacto,Alto impacto,4,4,3,4,,IS: Ingeniería de Software,2,2,4,Muy difícil: 5,4,3,3,3,2,2,3,4,M,4,3,4,M,M,2,3,M,2,3,4,3,2,No he mejorado: 1,4,No he mejorado: 1,3,3,"mmm,mm -inculcar a los de primer ingreso la disciplina de que la universidad es ""más serio en comparación al colegio"" por que lo debe ser más responsable y tener la actitud de aprender, no solo por pasar el curso sino el dominar los temas para tener mejores bases. -Para programación 1, es difícil comprender de lo que es la programación y a aprender a programar por favor ser más comprensivo en esa área.",947.93,245.24,,,,,,,,,,,,,702.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II Ciclo,2021,2021-11-16 22:43:42,2021-11-16 22:31:11,Sí,No,No,Sí,No,No,,,,,,,,,,,,,,,,,,,,,,,174,2,es,294830764,2021-11-16 22:43:42,Sí,,II semestre del 1er año,Sí,No,Sí,No,No,Sí,Sí,No,,Alto impacto,Alto impacto,Alto impacto,5 - Muy útil,5 - Muy útil,5 - Muy útil,5 - Muy útil,,IS: Ingeniería de Software,Muy fácil: 1,2,3,Muy difícil: 5,3,2,2,M,2,M,2,2,4,M,3,4,2,M,3,2,3,3,2,4,He mejorado mucho: 5,He mejorado mucho: 5,4,2,2,2,No he mejorado: 1,"Estudiar y trabajar es imposible los primeros dos años, eso me ha atrasado demasiado. He escuchado profesores decir que la carrera no es para estudiar y trabajar, como si trabajar fuera una elección para muchos de nosotros, deberían hacer los horarios más accesibles",751.65,402.38,,,,,,,,,,,,,349.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II Ciclo,2021,2021-11-17 03:27:39,2021-11-16 23:09:43,No,No,No,Sí,No,No,,,,,,,,,,,,,,,,,,,,,,,175,2,es,667004543,2021-11-17 03:27:39,No,Pero si me vi todas las charlas grabadas por YouTube.,II semestre del 2do año,,No,No,Sí,Sí,Sí,No,No,,,,,,,,,,ITI: Ingeniería de Tecnologías de la Información,2,3,3,Muy difícil: 5,4,M,2,3,2,3,3,M,3,M,2,2,3,3,2,M,3,3,3,M,4,He mejorado mucho: 5,4,No he mejorado: 1,He mejorado mucho: 5,He mejorado mucho: 5,He mejorado mucho: 5,No por ahorita.,1823.23,334.25,,,,,,,,,,,,,1488.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II Ciclo,2021,2021-11-17 00:57:22,2021-11-17 00:53:55,No,No,Sí,No,No,Sí,,,,,,,,,,,,,,,,,,,,,,,176,2,es,415702324,2021-11-17 00:57:22,Sí,Ya tenía claro a cuál énfasis ingresar,II semestre del 2do año,,No,Sí,Sí,No,No,Sí,No,,,,,,,,,,ITI: Ingeniería de Tecnologías de la Información,2,2,3,Muy difícil: 5,4,M,3,3,3,4,3,4,M,4,3,M,3,3,3,3,3,3,4,M,He mejorado mucho: 5,3,3,3,3,3,3,,207.85,111.28,,,,,,,,,,,,,96.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II Ciclo,2021,2021-11-17 19:13:33,2021-11-17 18:58:07,Sí,Sí,Sí,Sí,No,Sí,,,,,,,,,,,,,,,,,,,,,,,177,2,es,739087839,2021-11-17 19:13:33,Sí,,II semestre del 2do año,Sí,No,No,No,Sí,Sí,Sí,Sí,,Bajo impacto,Alto impacto,No asistí,3,4,3,3,,ITI: Ingeniería de Tecnologías de la Información,2,3,3,4,3,4,3,4,3,4,4,4,4,4,4,3,3,M,3,M,3,3,4,4,4,4,3,3,4,He mejorado mucho: 5,3,,926.36,591.58,,,,,,,,,,,,,334.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II Ciclo,2021,2021-11-17 19:22:04,2021-11-17 19:15:51,Sí,Sí,No,Sí,No,No,,,,,,,,,,,,,,,,,,,,,,,178,2,es,1504943310,2021-11-17 19:22:04,No,,II semestre del 2do año,Sí,No,No,No,Sí,No,No,No,,Alto impacto,Bajo impacto,No asistí,4,4,3,No asistí,,IS: Ingeniería de Software,2,3,4,Muy difícil: 5,4,4,2,2,3,2,3,2,4,4,4,M,3,3,3,4,3,3,4,4,3,He mejorado mucho: 5,3,He mejorado mucho: 5,3,3,4,,351.17,144.61,,,,,,,,,,,,,206.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II Ciclo,2021,2021-11-18 01:25:27,2021-11-18 01:18:00,Sí,Sí,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,179,2,es,1258432185,2021-11-18 01:25:27,No,,II semestre del 2do año,Sí,Sí,No,No,No,No,No,No,,Alto impacto,Alto impacto,Alto impacto,2,4,4,3,Me parece que la charla de CC fue muy corta.,IS: Ingeniería de Software,Muy fácil: 1,4,4,Muy difícil: 5,3,2,3,3,2,M,3,4,3,3,3,3,4,4,3,3,3,3,3,4,4,3,3,4,4,4,4,,447.38,129.72,,,,,,,,,,,,,317.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II Ciclo,2021,2021-11-18 05:16:48,2021-11-18 05:08:16,Sí,No,No,Sí,No,Sí,,,,,,,,,,,,,,,,,,,,,,,180,2,es,421499747,2021-11-18 05:16:48,Sí,,II semestre del 2do año,Sí,Sí,Sí,Sí,No,Sí,No,No,,Bajo impacto,Alto impacto,No asistí,5 - Muy útil,5 - Muy útil,5 - Muy útil,No asistí,,ITI: Ingeniería de Tecnologías de la Información,2,4,3,Muy difícil: 5,3,4,3,4,2,2,4,M,M,M,M,2,M,4,3,3,M,3,3,3,4,4,4,3,2,4,3,,495.61,265.42,,,,,,,,,,,,,230.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II Ciclo,2021,2021-11-18 15:55:12,2021-11-18 15:48:17,Sí,No,Sí,Sí,No,No,,,,,,,,,,,,,,,,,,,,,,,181,2,es,2143659030,2021-11-18 15:55:12,Sí,,II semestre del 1er año,Sí,No,Sí,No,Sí,Sí,Sí,No,,Alto impacto,No asistí,No asistí,5 - Muy útil,5 - Muy útil,No asistí,No asistí,,IS: Ingeniería de Software,3,3,Muy difícil: 5,Muy difícil: 5,M,4,3,4,3,3,3,M,4,2,4,M,3,3,3,4,3,4,3,M,4,He mejorado mucho: 5,4,He mejorado mucho: 5,He mejorado mucho: 5,He mejorado mucho: 5,He mejorado mucho: 5,,416.27,124.54,,,,,,,,,,,,,291.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II Ciclo,2021,2021-11-18 16:29:41,2021-11-18 16:25:50,Sí,Sí,Sí,Sí,No,Sí,,,,,,,,,,,,,,,,,,,,,,,182,2,es,867103376,2021-11-18 16:29:41,Sí,,II semestre del 2do año,Parcialmente,Sí,Sí,Sí,Sí,Sí,Sí,Sí,,Alto impacto,No asistí,Bajo impacto,5 - Muy útil,5 - Muy útil,No asistí,4,,CC: Ciencias de la Computación,Muy fácil: 1,2,3,4,M,M,4,2,3,M,3,M,4,M,4,3,M,M,4,3,4,M,3,2,4,He mejorado mucho: 5,He mejorado mucho: 5,He mejorado mucho: 5,He mejorado mucho: 5,He mejorado mucho: 5,He mejorado mucho: 5,"Los primeros años son sencillos, pero en algunos cursos lamentablemente no se aprende como se debería.",231.13,77.63,,,,,,,,,,,,,153.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II Ciclo,2021,2021-11-18 16:54:30,2021-11-18 16:49:40,Sí,Sí,No,Sí,No,Sí,,,,,,,,,,,,,,,,,,,,,,,183,2,es,1250402742,2021-11-18 16:54:30,No,,II semestre del 2do año,No,Sí,Sí,No,No,Sí,No,No,,Bajo impacto,Bajo impacto,Bajo impacto,4,3,3,3,,IS: Ingeniería de Software,3,2,3,4,3,3,3,3,3,2,2,2,3,3,3,4,4,2,3,2,2,3,3,3,3,3,3,3,3,4,3,"Mejorar la forma que se aplican evaluaciones a los cursos teóricos, ya que la teoría puede ser demasiada y dichos parciales se alejan de lo visto.",290.31,70.61,,,,,,,,,,,,,219.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II Ciclo,2021,2021-11-18 23:41:44,2021-11-18 23:08:16,No,Sí,No,Sí,No,Sí,,,,,,,,,,,,,,,,,,,,,,,184,2,es,1249864942,2021-11-18 23:41:44,Sí,"Ya había asistido a actividades el ciclo pasado, las cuales fueron muy útiles. Para este ciclo ya había tomado una decisión de énfasis de la cual estoy muy seguro, por lo que no necesité de ayuda adicional.",II semestre del 2do año,,Sí,Sí,Sí,No,Sí,Sí,Sí,,,,,,,,,,ITI: Ingeniería de Tecnologías de la Información,2,3,4,Muy difícil: 5,M,4,3,4,3,M,M,M,4,4,4,M,3,4,M,M,3,4,4,M,He mejorado mucho: 5,He mejorado mucho: 5,3,3,4,He mejorado mucho: 5,4,,2008.1,799.95,,,,,,,,,,,,,1208.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II Ciclo,2021,,2021-11-19 01:07:54,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,185,0,es,666943937,2021-11-19 01:07:54,N/A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II Ciclo,2021,2021-11-19 02:23:45,2021-11-19 01:56:27,Sí,No,No,Sí,No,Sí,,,,,,,,,,,,,,,,,,,,,,,186,2,es,1469110367,2021-11-19 02:23:45,Sí,,II semestre del 2do año,Parcialmente,Sí,Sí,No,No,Sí,No,No,,Bajo impacto,Bajo impacto,Bajo impacto,3,4,4,4,,IS: Ingeniería de Software,Muy difícil: 5,3,3,Muy difícil: 5,3,3,2,2,M,M,4,4,2,2,M,M,M,M,2,3,2,3,3,4,2,2,3,He mejorado mucho: 5,4,He mejorado mucho: 5,4,"Todos los semestre han sido equilibrados, menos el ciclo ll del segundo año de carrera; está terriblemente planeado y ejecutado, la carga académica está alejada por mucho del acreditare de los cursos, en especial Programación Paralela y Concurrente.",1277.17,1001.27,,,,,,,,,,,,,275.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II Ciclo,2021,2021-11-19 02:57:50,2021-11-19 02:52:01,No,No,Sí,Sí,No,No,,,,,,,,,,,,,,,,,,,,,,,187,2,es,1224002194,2021-11-19 02:57:50,Sí,Ya habia asistido en momentos anteriores y mi decision estaba clara,I semestre del 2do año,,Sí,Sí,No,No,Sí,No,Sí,,,,,,,,,,IS: Ingeniería de Software,Muy fácil: 1,3,3,Muy difícil: 5,4,4,3,3,2,M,4,2,4,4,M,M,4,4,3,4,2,3,4,4,4,4,4,He mejorado mucho: 5,4,4,4,"Mejorar como se implementa fundamentos de arquitectura, es un curso que se pasa facil pero es poco enriquecedor y cambiar completamente el curso de programacion paralela ya que la forma en que se da es completamente ilogico",348.84,76.89,,,,,,,,,,,,,271.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II Ciclo,2021,2021-11-19 14:26:36,2021-11-19 14:24:36,Sí,Sí,Sí,Sí,Sí,Sí,,,,,,,,,,,,,,,,,,,,,,,188,2,es,981872193,2021-11-19 14:26:36,Sí,,I semestre del 2do año,No,No,Sí,No,No,Sí,No,No,,Ningún impacto,Ningún impacto,Ningún impacto,5 - Muy útil,No asistí,No asistí,4,,CC: Ciencias de la Computación,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,He mejorado mucho: 5,He mejorado mucho: 5,He mejorado mucho: 5,He mejorado mucho: 5,He mejorado mucho: 5,He mejorado mucho: 5,He mejorado mucho: 5,,121.6,67.69,,,,,,,,,,,,,53.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II Ciclo,2021,2021-11-19 17:46:52,2021-11-19 17:23:46,Sí,No,No,Sí,No,No,,,,,,,,,,,,,,,,,,,,,,,189,2,es,1411548098,2021-11-19 17:46:52,No,,I semestre del 1er año,Parcialmente,No,Sí,No,No,No,No,No,,Alto impacto,Alto impacto,Alto impacto,5 - Muy útil,5 - Muy útil,5 - Muy útil,5 - Muy útil,,IS: Ingeniería de Software,3,3,3,3,3,3,4,3,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,,1385.94,191.58,,,,,,,,,,,,,1194.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II Ciclo,2021,2021-11-19 21:21:46,2021-11-19 21:07:02,Sí,No,Sí,No,No,No,,,,,,,,,,,,,,,,,,,,,,,190,2,es,609496530,2021-11-19 21:21:46,Sí,,II semestre del 2do año,Sí,Sí,No,Sí,No,Sí,No,No,,Bajo impacto,Alto impacto,Alto impacto,5 - Muy útil,5 - Muy útil,5 - Muy útil,5 - Muy útil,,ITI: Ingeniería de Tecnologías de la Información,3,3,4,Muy difícil: 5,4,4,4,M,M,4,3,4,M,M,2,M,M,M,4,M,4,M,M,M,3,4,4,4,4,4,4,Comentarios: Todos los cursos fueron llevados en modalidad virtual. Los créditos asignados al curso “Programación Paralela y Concurrente”   parecen ser una subestimación de la carga académica asignada en este.,884.24,90.77,,,,,,,,,,,,,793.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II Ciclo,2021,2021-11-19 22:03:12,2021-11-19 21:52:20,No,No,No,Sí,No,Sí,,,,,,,,,,,,,,,,,,,,,,,191,2,es,1632647846,2021-11-19 22:03:12,Sí,En el momento en que se hacían las actividades tenía clases de otros cursos.,II semestre del 2do año,,No,Sí,Sí,No,Sí,Sí,No,,,,,,,,,,IS: Ingeniería de Software,3,4,4,Muy difícil: 5,4,4,3,3,2,2,3,4,3,4,2,M,4,M,3,3,3,2,3,4,3,4,He mejorado mucho: 5,4,3,4,3,,652.41,263.63,,,,,,,,,,,,,388.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II Ciclo,2021,2021-11-19 22:20:26,2021-11-19 22:17:00,No,Sí,No,Sí,No,No,,,,,,,,,,,,,,,,,,,,,,,192,2,es,1334019389,2021-11-19 22:20:26,Sí,No eran de mi interés,II semestre del 1er año,,No,Sí,No,Sí,Sí,No,No,,,,,,,,,,ITI: Ingeniería de Tecnologías de la Información,2,3,3,Muy difícil: 5,4,4,3,M,M,2,4,M,3,M,4,M,4,4,3,4,2,3,M,M,He mejorado mucho: 5,2,He mejorado mucho: 5,4,3,He mejorado mucho: 5,4,,206.61,65.9,,,,,,,,,,,,,140.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II Ciclo,2021,2021-11-19 22:28:34,2021-11-19 22:20:05,Sí,No,No,Sí,No,No,,,,,,,,,,,,,,,,,,,,,,,193,2,es,170527743,2021-11-19 22:28:34,Sí,,II semestre del 2do año,Sí,Sí,Sí,Sí,Sí,Sí,No,No,,Alto impacto,Alto impacto,Alto impacto,4,5 - Muy útil,5 - Muy útil,5 - Muy útil,,ITI: Ingeniería de Tecnologías de la Información,3,3,4,Muy difícil: 5,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,M,M,4,He mejorado mucho: 5,4,He mejorado mucho: 5,He mejorado mucho: 5,He mejorado mucho: 5,He mejorado mucho: 5,,508.88,94.9,,,,,,,,,,,,,413.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II Ciclo,2021,,2021-11-19 22:37:24,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,194,0,es,1685447803,2021-11-19 22:37:24,N/A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II Ciclo,2021,2021-11-19 22:48:17,2021-11-19 22:41:28,No,No,Sí,Sí,No,No,,,,,,,,,,,,,,,,,,,,,,,195,2,es,1235705907,2021-11-19 22:48:17,Sí,Porque no es la primera vez que solicito la entrada a énfasis y ya estoy seguro de cuál escoger.,II semestre del 2do año,,Sí,No,Sí,Sí,Sí,No,No,,,,,,,,,,IS: Ingeniería de Software,Muy fácil: 1,3,4,Muy difícil: 5,3,4,2,M,2,3,4,4,M,M,2,4,3,3,3,3,2,3,3,M,4,2,He mejorado mucho: 5,No he mejorado: 1,3,He mejorado mucho: 5,3,,407.92,135.83,,,,,,,,,,,,,272.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II Ciclo,2021,2021-11-20 05:10:50,2021-11-20 05:07:01,No,No,Sí,Sí,No,No,,,,,,,,,,,,,,,,,,,,,,,196,2,es,78252300,2021-11-20 05:10:50,Sí,Yo ya tengo decidido que el énfasis que me gusta es el de Ciencias de la Computación,I semestre del 1er año,,No,Sí,No,No,Sí,No,No,,,,,,,,,,CC: Ciencias de la Computación,3,4,4,Muy difícil: 5,3,3,4,4,M,4,M,2,4,3,2,3,M,M,M,3,M,3,M,M,3,4,He mejorado mucho: 5,He mejorado mucho: 5,4,3,4,,228.57,88.08,,,,,,,,,,,,,140.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II Ciclo,2021,2021-11-23 20:09:22,2021-11-23 20:04:17,No,No,Sí,Sí,No,No,,,,,,,,,,,,,,,,,,,,,,,197,2,es,1751431500,2021-11-23 20:09:22,Sí,"He estado ocupado en otras cosas, ya tengo una idea del énfasis que quiero.",II semestre del 2do año,,Sí,Sí,No,No,No,No,No,me gusta el método científico,,,,,,,,,CC: Ciencias de la Computación,4,Muy difícil: 5,4,Muy difícil: 5,4,4,3,4,4,4,2,4,3,4,3,4,3,4,3,4,3,4,4,4,He mejorado mucho: 5,He mejorado mucho: 5,4,3,3,4,3,Más matemática aplicada usando la compu y menos enseñar a ser calculadoras humanas,306.57,148.04,,,,,,,,,,,,,158.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II Ciclo,2021,2021-11-26 06:22:11,2021-11-26 06:15:54,No,No,No,Sí,No,No,,,,,,,,,,,,,,,,,,,,,,,198,2,es,1846633565,2021-11-26 06:22:11,No,"Ya cuento con suficiente información de los énfasis, obtenida tanto por los profesores como por mis compañeros.",I semestre del 2do año,,Sí,No,No,Sí,Sí,Sí,No,,,,,,,,,,ITI: Ingeniería de Tecnologías de la Información,4,2,2,4,M,3,4,4,3,2,M,M,M,M,M,3,M,3,3,3,4,4,4,M,He mejorado mucho: 5,He mejorado mucho: 5,He mejorado mucho: 5,He mejorado mucho: 5,4,He mejorado mucho: 5,He mejorado mucho: 5,El último bloque del segundo año está muy desequilibrado en comparación con los anteriores.,377.79,133.28,,,,,,,,,,,,,244.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Ciclo,2022,2022-06-16 09:13:22,2022-06-16 07:58:05,No,No,No,Sí,No,No,,,,,,,,,,,,,,,,,,,,,,,203,2,es,1053537938,2022-06-16 09:13:22,No,Me chocaba el horario con el trabajo,II semestre del 2do año,,Sí,Sí,No,Sí,Sí,No,No,,,,,,,,,,IS: Ingeniería de Software,3,3,3,4,Muy alto 5,4,4,3,4,3,3,3,4,Muy alto 5,3,3,Muy alto 5,4,4,3,Muy alto 5,4,4,Muy alto 5,He mejorado mucho: 5,He mejorado mucho: 5,He mejorado mucho: 5,He mejorado mucho: 5,He mejorado mucho: 5,4,4,,134.46,39.14,,,,,,,,,,,,,95.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Ciclo,2022,2022-06-16 10:20:56,2022-06-16 10:16:02,Sí,No,No,Sí,Sí,Sí,,,,,,,,,,,,,,,,,,,,,,,204,2,es,1617470742,2022-06-16 10:20:56,Sí,,II semestre del 1er año,Parcialmente,No,Sí,Sí,No,Sí,No,No,,Bajo impacto,Alto impacto,Bajo impacto,4,,,,,ITI: Ingeniería de Tecnologías de la Información,3,4,4,Muy difícil: 5,3,4,4,3,2,2,4,3,2,3,4,3,Muy alto 5,3,3,Muy bajo 1,4,2,3,3,4,2,3,4,4,He mejorado mucho: 5,No he mejorado: 1,"Tal vez mejor distribución de cursos para el segundo año, el semestre IV de la carrera se puede hacer muy pesado",293.41,100.97,,,,,,,,,,,,,192.44,,,,,3,4,No asistí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
