term,year,submitted_at,started_at,attended,heard_web,heard_social,heard_email,heard_element,heard_peers,heard_other,reason_knew_choice,reason_web_enough,reason_schedule_conflict,reason_course_load,reason_no_notice,reason_other,had_prior_decision,changed_decision,decision_reason,useful_cc_qa,useful_cc_fusion,useful_is_inside,useful_is_google,useful_iti_expectation,useful_iti_security,useful_iti_lora,useful_iti_jobs,useful_admin_talk,liked_most,liked_least_improve,activities_helped,response_id,last_page,language,seed,last_action_at,heard_teachers,no_attendance_reason,decision_semester,activities_influenced,factor_professors,factor_courses,factor_ecci_events,factor_advanced_students,factor_study_plan,factor_salary,factor_job_market,factor_other,impact_is_activity,impact_iti_activity,impact_cc_activity,useful_intro_talk,useful_is_activity,useful_iti_activity,useful_cc_activity,low_usefulness_comment,chosen_emphasis,difficulty_cycle_1,difficulty_cycle_2,difficulty_cycle_3,difficulty_cycle_4,axis1_programming,axis2_programming,axis1_discrete_structures,axis2_discrete_structures,axis1_architecture,axis2_architecture,axis1_assembly,axis2_assembly,axis1_algorithms,axis2_algorithms,axis1_parallel_programming,axis2_parallel_programming,axis1_math_for_computing,axis2_math_for_computing,axis1_linear_algebra,axis2_linear_algebra,axis1_calculus,axis2_calculus,axis1_probability_stats,axis2_probability_stats,skill_teamwork,skill_ethics,skill_communication,skill_perseverance,skill_discipline,skill_collaboration,skill_responsibility,study_plan_comment,time_total,time_general_group,time_i01,time_i02,time_pc01,time_i03,time_na01,time_i04,time_s05,time_i06,time_s07,time_s08,time_s09,time_i10,time_feedback_group,time_r01,time_r02,time_r03,time_r04,useful_student_roundtable,useful_graduate_roundtable,useful_admin_myths_talk,useful_roundtable,c_324,c_2023_02_02_14_15_40,c_2,es,c_1066920111,c_2023_02_02_13_56_51,c_2023_02_02_14_15_40_2,si,no,si_2,no_2,no_3,si_3,col,si_4,col_2,i_semestre_del_1er_ano,parcialmente,no_4,si_5,no_5,no_6,si_6,si_7,si_8,col_3,col_4,col_5,col_6,c_5_muy_util,c_5_muy_util_2,c_5_muy_util_3,col_7,is_ingenieria_de_software,c_2_2,c_2_3,c_3,c_4,c_2_4,c_3_2,c_4_2,c_4_3,c_2_5,c_3_3,c_2_6,c_3_4,c_4_4,muy_alto_5,c_2_7,c_2_8,c_3_5,c_3_6,c_3_7,c_2_9,c_3_8,c_3_9,c_3_10,c_3_11,c_4_5,c_4_6,c_4_7,c_4_8,c_2_10,c_4_9,c_3_12,col_8,c_1128_41,c_82_17,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,c_1046_24
I Ciclo,2021,2021-05-19 02:46:03,2021-05-19 02:33:31,Sí,No,Sí,Sí,No,No,,N/A,N/A,N/A,N/A,N/A,,Sí,No,Desde hace un tiempo ya sabía (gracias a la información brindada en los otros años de la carrera) que este era el énfasis que me llamaba la atención.,5,,5,5,5,,,,5,"En las sesiones con los estudiantes avanzados, me gustó poder conocer un poco de los cursos que hay en los énfasis ya que a partir de esto reafirmé mi decisión.",Nada en particular.,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Ciclo,2021,2021-05-19 20:53:10,2021-05-19 20:44:23,Sí,No,No,Sí,No,No,Profesor de un curso,N/A,N/A,N/A,N/A,N/A,,"Tenía una preferencia, pero aún no estaba 100% decidido(a)",No,"Desde un inicio tenía preferenia por IS, terminé de decidirme una vez que fui a la charla sobre el plan de estudios sobre el mismo y tuve la perspectiva de estudiantes que llevaron este énfasis.",,,5,,,,,,5,El poder escuchar la experiencia de otros estudiantes fue muy enriquecedor.,"Muy largas y sin pausas, muy densas en información. Hubiera sido mejor charlas de una hora máximo más el tiempo de dudas, caso contrario se vuelven charlas muy pesadas, la atención se pierde.",Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Ciclo,2021,2021-05-18 19:06:12,2021-05-18 18:49:56,Sí,Sí,Sí,Sí,No,Sí,Element,N/A,N/A,N/A,N/A,N/A,,Sí,No,"Desde antes de ingresar a la carrera decidi cual era el que me llamaba mas la atencion, al ver el plan de estudios.Al entrar a la carrera y llevar el curso de introduccion a la computacion el profesor nos invito a asistir a las charlas de enfasis, y con ayuda del profesor este me cemento la idea de elegir el enfasis de Ingenieria de Software, sin duda es el area donde me veo trabajando a futuro.",5,5,5,5,5,5,5,5,5,"La  variedad que hubo en los temas a tratar, me gusto mucho tener la charla de los estudiantes graduados para tener un punto de vista sobre lo que fue cursar este enfasis me parecio algo sumamente util para darse una idea acerca de lo que estamos por cursar.Ademas de esto el apoyo de los profesores durante todo el proceso a sido increible.",Creo que todo ha estado muy bien.,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Ciclo,2021,2021-05-15 18:53:46,2021-05-15 18:41:38,Sí,No,No,No,No,No,La profe Kryscia lo mencionó en clases,N/A,N/A,N/A,N/A,N/A,,"Tenía una preferencia, pero aún no estaba 100% decidido(a)",Sí,"Asistí a las charlas de los estudiantes avanzados de ambos énfasis y la verdad me llamaron más la atención los de IS.  También porque quería llevar Bases de Datos y Seguridad, pero esos cursos también se pueden llevar en IS.",,,5,3,5,4,,,5,Me gusta mucho que los estudiantes detallen sus experiencias en los cursos que nos tocan llevar porque así uno sabe que esperar y también que participen ex graduados de la ECCI y nos hablen sobre sus carreras,"Me gustaría que participaran los profesores que dan los cursos, que ellos también den su punto de vista sobre lo que conlleva el curso",Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Ciclo,2021,2021-05-19 19:53:35,2021-05-19 19:43:58,Sí,No,No,Sí,No,Sí,,N/A,N/A,N/A,N/A,N/A,,"Tenía una preferencia, pero aún no estaba 100% decidido(a)",No,,,,3,5,,2,3,,,,,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Ciclo,2021,2021-05-17 02:50:57,2021-05-17 02:42:47,Sí,Sí,No,No,No,No,,N/A,N/A,N/A,N/A,N/A,,Sí,No,Lectura del plan de estudios.,,,5,5,5,5,,,,Las perspectivas de los estudiantes,,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Ciclo,2021,2021-05-20 00:48:59,2021-05-19 23:51:24,Sí,No,No,Sí,No,No,,N/A,N/A,N/A,N/A,N/A,,"Tenía una preferencia, pero aún no estaba 100% decidido(a)",No,Gustos obtenidos por la experiencia de todos los cursos que he llevado,1,1,3,3,2,1,2,1,1,Conocer mas de las diferentes areas de trabajo de la carrera,"Estuvieron bien , no tengo quejas",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Ciclo,2021,2021-05-19 17:32:36,2021-05-19 05:09:01,Sí,No,No,Sí,No,Sí,,N/A,N/A,N/A,N/A,N/A,,"Tenía una preferencia, pero aún no estaba 100% decidido(a)",No,Me gusta lo que trata el énfasis y los cursos que tiene,,,,,5,,,5,,Que los estudiantes del énfasis nos cuenten sobre lo que ellos piensan.,,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Ciclo,2021,2021-05-20 19:06:21,2021-05-20 18:31:10,Sí,No,No,Sí,No,No,,N/A,N/A,N/A,N/A,N/A,,Sí,Sí,"Viendo la charla de ""IS desde adentro"" hecha por algunos estudiantes avanzados de la carrera donde explican en qué consisten los cursos me pareció que el énfasis de IS es muy a fin a mis intereses. Además de que en las charlas del énfasis de ITI mencionaron que él énfasis tiene bastante de hardware lo cual no me llama mucho la atención, y considerando que IS también tiene bases de datos que es el tema que más me llamaba la atención de ITI, me decline por IS.",,,5,4,5,5,,,5,Conocer que nos espera fuera de la universidad y conocer lo lejos que se puede llegar.,Quizá incluir algunas empresas para conocer que se pide o que esperan de los profesionales de cada área.,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Ciclo,2021,2021-05-19 16:24:39,2021-05-19 16:18:50,Sí,No,No,Sí,No,No,,N/A,N/A,N/A,N/A,N/A,,"Tenía una preferencia, pero aún no estaba 100% decidido(a)",No,Me interesa la parte de investigación para poder combinarlo con psicología. Creo que es el énfasis que más se adecúa a eso.,4,,,,5,,,,5,La interacción con los estudiantes avanzados y graduados.,"Podrían ser más organizadas en cuanto al tiempo. También, en algunas reuniones no se pudieron cubrir ciertos temas por falta de tiempo.",Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II Ciclo,2021,,2021-10-19 14:04:23,Sí,No,No,Sí,No,No,,,,,,,,,,,,,,,,,,,,,,,127,0,es,1690637432,2021-10-19 14:06:40,No,,II semestre del 1er año,Sí,Sí,No,Sí,No,No,No,No,,Bajo impacto,Alto impacto,No asistí,1 - Nada útil,2,2,2,jj,CC: Ciencias de la Computación,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.04,93.22,,,,,,,,,,,,,7.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II Ciclo,2021,2021-11-03 15:38:15,2021-11-03 15:33:45,Sí,No,Sí,No,No,Sí,,,,,,,,,,,,,,,,,,,,,,,128,2,es,814685156,2021-11-03 15:38:15,Sí,,II semestre del 2do año,No,No,Sí,Sí,No,Sí,Sí,Sí,,No asistí,Alto impacto,No asistí,5 - Muy útil,No asistí,4,No asistí,,ITI: Ingeniería de Tecnologías de la Información,3,3,3,Muy difícil: 5,3,4,M,4,3,2,3,2,4,4,3,4,3,3,4,3,4,3,4,4,4,4,4,4,4,4,4,,270.21,116.42,,,,,,,,,,,,,153.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II Ciclo,2021,,2021-11-04 20:28:08,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,129,0,es,1974971040,2021-11-04 20:28:08,N/A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II Ciclo,2021,2021-11-04 20:32:39,2021-11-04 20:28:57,Sí,No,No,Sí,No,No,,,,,,,,,,,,,,,,,,,,,,,130,2,es,1813441684,2021-11-04 20:32:39,No,,II semestre del 2do año,No,No,No,No,No,No,No,No,trabajo,Ningún impacto,Ningún impacto,Ningún impacto,3,3,3,3,,IS: Ingeniería de Software,Muy fácil: 1,Muy fácil: 1,Muy fácil: 1,3,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,He mejorado mucho: 5,He mejorado mucho: 5,He mejorado mucho: 5,He mejorado mucho: 5,He mejorado mucho: 5,He mejorado mucho: 5,He mejorado mucho: 5,Enseñar a programar en introducción a la computación y quitar los cursos de generales,223.24,117.77,,,,,,,,,,,,,105.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II Ciclo,2021,,2021-11-05 02:19:03,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,131,0,es,1655621585,2021-11-05 02:19:03,N/A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II Ciclo,2021,2021-11-05 03:52:25,2021-11-05 03:43:54,Sí,No,No,Sí,Sí,No,,,,,,,,,,,,,,,,,,,,,,,132,2,es,1310041674,2021-11-05 03:52:25,Sí,,I semestre del 2do año,Parcialmente,No,Sí,No,No,Sí,No,No,,Bajo impacto,Bajo impacto,Bajo impacto,5 - Muy útil,5 - Muy útil,5 - Muy útil,5 - Muy útil,,IS: Ingeniería de Software,3,3,4,Muy difícil: 5,4,M,2,2,3,M,3,4,4,M,3,M,M,3,M,M,M,M,4,M,2,4,2,He mejorado mucho: 5,He mejorado mucho: 5,He mejorado mucho: 5,He mejorado mucho: 5,,511.82,191.51,,,,,,,,,,,,,320.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II Ciclo,2021,2021-11-05 03:54:47,2021-11-05 03:49:03,Sí,No,No,Sí,No,No,,,,,,,,,,,,,,,,,,,,,,,133,2,es,218558989,2021-11-05 03:54:47,No,,II semestre del 2do año,Parcialmente,No,No,No,No,Sí,Sí,Sí,,Bajo impacto,Bajo impacto,Bajo impacto,3,3,3,3,,IS: Ingeniería de Software,Muy fácil: 1,2,3,4,M,M,3,2,3,M,3,4,4,4,M,M,4,M,3,3,3,2,3,4,He mejorado mucho: 5,He mejorado mucho: 5,He mejorado mucho: 5,He mejorado mucho: 5,He mejorado mucho: 5,He mejorado mucho: 5,He mejorado mucho: 5,"Mejorar el curso Fundamentos de Arquitectura y Estructuras Discretas. La calidad no me parece que sea la mejor, dado que son cursos muy importantes en la carrera.",343.31,65.25,,,,,,,,,,,,,278.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II Ciclo,2021,2021-11-05 05:15:10,2021-11-05 05:06:59,Sí,No,No,Sí,No,Sí,,,,,,,,,,,,,,,,,,,,,,,134,2,es,1365665450,2021-11-05 05:15:10,Sí,,I semestre del 1er año,No,No,Sí,No,No,Sí,No,No,,Ningún impacto,Ningún impacto,Bajo impacto,3,1 - Nada útil,1 - Nada útil,3,Desde antes de entrar a la carrera ya sabía cuál escoger,CC: Ciencias de la Computación,3,4,3,Muy difícil: 5,M,M,3,3,3,M,M,M,M,M,M,4,M,M,M,M,M,M,3,M,No he mejorado: 1,2,4,3,No he mejorado: 1,No he mejorado: 1,No he mejorado: 1,"Talvez asegurarse de que todos los profesores de progra I y II saquen a sus estudiantes con el mismo conocimiento en todos los grupos. Yo estuve con Casasola y siento que los otros compañeros que no estuvieron con él, saben demasiado poco.",491.99,143.3,,,,,,,,,,,,,348.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II Ciclo,2021,2021-11-05 19:31:39,2021-11-05 19:28:17,Sí,No,No,Sí,No,No,,,,,,,,,,,,,,,,,,,,,,,135,2,es,237287267,2021-11-05 19:31:39,No,,I semestre del 2do año,Parcialmente,Sí,Sí,No,No,Sí,No,No,,Bajo impacto,No asistí,No asistí,3,3,No asistí,No asistí,,IS: Ingeniería de Software,3,3,3,Muy difícil: 5,4,M,4,M,4,M,2,4,4,4,3,4,4,3,4,4,4,4,4,M,4,4,4,4,4,He mejorado mucho: 5,He mejorado mucho: 5,Separar el bloque del cuarto semestre.,202.94,88.22,,,,,,,,,,,,,114.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II Ciclo,2021,2021-11-06 00:04:34,2021-11-05 23:55:32,Sí,No,No,Sí,No,Sí,,,,,,,,,,,,,,,,,,,,,,,136,2,es,173618602,2021-11-06 00:04:34,No,,I semestre del 2do año,No,No,No,No,No,Sí,No,No,Me gusta mucho lo que se estudia en  el énfasis,Ningún impacto,Bajo impacto,Ningún impacto,4,No asistí,5 - Muy útil,No asistí,,ITI: Ingeniería de Tecnologías de la Información,2,3,4,3,4,M,2,4,2,3,M,3,4,4,4,M,4,4,2,3,3,4,2,4,4,4,4,He mejorado mucho: 5,4,He mejorado mucho: 5,He mejorado mucho: 5,,543.31,181.75,,,,,,,,,,,,,361.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II Ciclo,2021,2021-11-06 18:46:45,2021-11-06 18:43:19,No,No,No,Sí,No,Sí,,,,,,,,,,,,,,,,,,,,,,,137,2,es,584716620,2021-11-06 18:46:45,Sí,Quería participar pero siempre me surgía algún inconveniente.,II semestre del 1er año,,Sí,Sí,No,No,Sí,Sí,No,,,,,,,,,,ITI: Ingeniería de Tecnologías de la Información,3,3,4,Muy difícil: 5,4,4,4,3,3,2,3,4,M,M,4,4,4,3,M,M,3,2,4,4,He mejorado mucho: 5,He mejorado mucho: 5,4,He mejorado mucho: 5,3,He mejorado mucho: 5,He mejorado mucho: 5,,207.29,91.67,,,,,,,,,,,,,115.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II Ciclo,2021,2021-11-07 02:11:09,2021-11-07 02:07:10,Sí,No,No,Sí,No,Sí,,,,,,,,,,,,,,,,,,,,,,,138,2,es,1528728007,2021-11-07 02:11:09,Sí,,I semestre del 2do año,Sí,Sí,No,No,Sí,Sí,Sí,No,,No asistí,Alto impacto,Alto impacto,5 - Muy útil,No asistí,5 - Muy útil,5 - Muy útil,,ITI: Ingeniería de Tecnologías de la Información,2,2,2,Muy difícil: 5,4,M,3,2,2,M,3,M,4,M,4,M,2,M,3,3,3,M,4,M,He mejorado mucho: 5,He mejorado mucho: 5,He mejorado mucho: 5,He mejorado mucho: 5,He mejorado mucho: 5,He mejorado mucho: 5,He mejorado mucho: 5,,238.16,78.88,,,,,,,,,,,,,159.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II Ciclo,2021,2021-11-07 04:21:02,2021-11-07 04:15:10,Sí,No,Sí,Sí,No,No,,,,,,,,,,,,,,,,,,,,,,,139,2,es,530317173,2021-11-07 04:21:02,Sí,,I semestre del 2do año,Sí,No,Sí,Sí,No,Sí,No,No,,Alto impacto,Bajo impacto,Alto impacto,5 - Muy útil,5 - Muy útil,4,5 - Muy útil,,IS: Ingeniería de Software,3,Muy difícil: 5,Muy difícil: 5,Muy difícil: 5,M,4,4,3,4,3,3,3,M,3,M,M,4,4,M,M,4,3,2,4,He mejorado mucho: 5,4,4,He mejorado mucho: 5,He mejorado mucho: 5,He mejorado mucho: 5,He mejorado mucho: 5,"Son años muy difíciles, en mi caso he llevado bloque completo , se debe tener mucha disciplina , sin embargo mi recomendación es tomar más en cuenta a los estudiantes , cuando hay quejas sobre casos de profesores que dejan evaluaciones excesivas",352.28,140.41,,,,,,,,,,,,,211.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II Ciclo,2021,2021-11-08 01:03:59,2021-11-08 00:59:19,Sí,No,No,Sí,No,No,,,,,,,,,,,,,,,,,,,,,,,140,2,es,871399223,2021-11-08 01:03:59,Sí,,II semestre del 2do año,Sí,No,No,Sí,Sí,Sí,No,No,,Bajo impacto,Bajo impacto,Alto impacto,5 - Muy útil,5 - Muy útil,5 - Muy útil,5 - Muy útil,,CC: Ciencias de la Computación,3,3,4,Muy difícil: 5,M,M,3,3,2,2,3,4,3,4,4,M,2,3,2,3,2,3,3,3,He mejorado mucho: 5,He mejorado mucho: 5,3,3,3,4,4,"Que los profesores organicen mejor el cronograma del curso, ya que acumulan muchas entregas para el final de semestre",281.29,89.31,,,,,,,,,,,,,191.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II Ciclo,2021,2021-11-08 16:36:28,2021-11-08 16:32:12,Sí,No,No,Sí,No,No,,,,,,,,,,,,,,,,,,,,,,,141,2,es,2146980119,2021-11-08 16:36:28,No,,I semestre del 1er año,No,No,No,No,No,Sí,No,No,,No asistí,No asistí,Alto impacto,5 - Muy útil,No asistí,No asistí,4,,CC: Ciencias de la Computación,3,3,4,Muy difícil: 5,4,4,3,3,2,M,3,4,3,3,4,M,4,M,3,2,4,M,3,3,4,3,3,4,4,4,4,,254.87,84.81,,,,,,,,,,,,,170.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II Ciclo,2021,2021-11-08 19:59:54,2021-11-08 19:52:51,Sí,No,No,Sí,No,No,,,,,,,,,,,,,,,,,,,,,,,142,2,es,1584561271,2021-11-08 19:59:54,No,,II semestre del 2do año,Parcialmente,No,Sí,Sí,Sí,Sí,No,Sí,,No asistí,No asistí,Alto impacto,4,No asistí,No asistí,5 - Muy útil,,CC: Ciencias de la Computación,Muy fácil: 1,Muy fácil: 1,2,4,4,4,4,4,3,M,4,M,4,M,4,M,4,M,4,M,4,M,3,3,4,He mejorado mucho: 5,He mejorado mucho: 5,He mejorado mucho: 5,He mejorado mucho: 5,4,He mejorado mucho: 5,"Me parece que el IV ciclo es muy pesado académicamente porque la mayoría de cursos tienen muchos conceptos que se necesitan comprender al inicio y toda la carga de proyectos y tareas queda para el final, lo cual se acumula exageradamente y a veces pone en duda si uno como estudiante tiene la capacidad de lograr todo en tan poco tiempo, si tiene que organizarse con seguir yendo a clases, reunirse con compañeros y hacer trabajos individuales.",423.38,107.74,,,,,,,,,,,,,315.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II Ciclo,2021,2021-11-09 00:04:54,2021-11-09 00:00:06,Sí,No,Sí,Sí,No,Sí,,,,,,,,,,,,,,,,,,,,,,,143,2,es,1896821733,2021-11-09 00:04:54,No,,II semestre del 1er año,Parcialmente,No,No,No,No,Sí,Sí,Sí,,Bajo impacto,No asistí,Bajo impacto,5 - Muy útil,4,No asistí,5 - Muy útil,,IS: Ingeniería de Software,2,3,3,Muy difícil: 5,M,M,3,3,3,2,4,M,3,2,M,4,4,4,M,M,3,4,2,M,3,He mejorado mucho: 5,3,He mejorado mucho: 5,4,3,He mejorado mucho: 5,,288.43,116.21,,,,,,,,,,,,,172.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II Ciclo,2021,2021-11-09 14:58:59,2021-11-09 14:47:53,Sí,No,No,Sí,No,Sí,,,,,,,,,,,,,,,,,,,,,,,144,2,es,1594512294,2021-11-09 14:58:59,Sí,,I semestre del 1er año,Parcialmente,No,Sí,No,No,Sí,No,No,,No asistí,No asistí,No asistí,4,No asistí,No asistí,No asistí,,CC: Ciencias de la Computación,2,2,3,4,4,M,3,3,2,2,4,M,4,4,3,M,3,4,2,3,3,3,4,M,3,3,2,4,2,3,4,Las matemáticas son más dificiles de comprender virtualmente y las clases asincrónicas sin bases sólidas solo confunden más al estudiante,665.62,347.1,,,,,,,,,,,,,318.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
